 -0.885000000000000     
  0.000000E+00 -3.074805-102 -1.562161-102  9.915702-102  2.730447-101  2.027229-101  5.725222-101  6.162590-101
  2.479862E-31  2.636354E-31  3.143479E-31  3.141542E-31  3.447694E-31  3.940771E-31  3.983270E-31  4.212639E-31
  4.491908E-31  4.916369E-31  4.944037E-31  5.049254E-31  5.427166E-31  5.484998E-31  5.628590E-31  5.964434E-31
  5.804346E-31  6.224127E-31  6.195832E-31  6.035843E-31  6.407547E-31  6.425923E-31  6.475540E-31  6.496285E-31
  6.797102E-31  6.882920E-31  6.785343E-31  6.950563E-31  6.904652E-31  7.153314E-31  7.102630E-31  7.049337E-31
  7.168153E-31  7.222561E-31  7.325156E-31  7.012016E-31  6.907852E-31  6.753520E-31  6.486718E-31  6.254193E-31
  5.865128E-31  5.646425E-31  5.059234E-31  4.696878E-31  4.254406E-31  3.767362E-31  3.301127E-31  2.704439E-31
  2.358505E-31  1.974834E-31  1.567372E-31  1.246109E-31  9.347820E-32  7.257140E-32  5.427987E-32  3.796054E-32
  2.718149E-32  1.836410E-32  1.270881E-32  7.948880E-33  5.026885E-33  3.036645E-33  1.759045E-33  1.000505E-33
  5.406191E-34  2.871893E-34  1.395711E-34  6.585126E-35  3.008352E-35  1.338278E-35  5.637507E-36  2.354468E-36
  1.026991E-36  4.743139E-37  2.315077E-37  1.147668E-37  5.888344E-38  3.031680E-38  1.492020E-38  7.236709E-39
  3.606299E-39  1.802318E-39  9.524006E-40  5.027232E-40  2.699971E-40  1.444471E-40  7.727311E-41  4.128103E-41
  2.224385E-41  1.266584E-41  6.913920E-42  3.977208E-42  2.262101E-42  1.290665E-42  7.341890E-43  4.273140E-43
  2.502706E-43  1.482680E-43  8.854539E-44  5.196437E-44  3.151653E-44  1.903478E-44  1.157076E-44  7.109262E-45
  4.446406E-45  2.735042E-45  1.700661E-45  1.062454E-45  6.637277E-46  4.300696E-46  2.678522E-46  1.725854E-46
  1.104832E-46  7.193885E-47  4.617319E-47  3.005737E-47  1.999318E-47  1.290407E-47  8.646991E-48  5.661348E-48
  3.829686E-48  2.568734E-48  1.698778E-48  1.142134E-48  7.747311E-49  5.278071E-49  3.607316E-49  2.430235E-49
  1.687086E-49  1.167269E-49  8.093404E-50  5.556551E-50  3.878749E-50  2.717547E-50  1.881028E-50  1.316032E-50
  9.278810E-51  6.603342E-51  4.664785E-51  3.265462E-51  2.355423E-51  1.692527E-51  1.195184E-51  8.582929E-52
  6.222343E-52  4.498534E-52  3.222289E-52  2.350859E-52  1.693807E-52  1.244861E-52  9.016832E-53  6.661622E-53
  4.832496E-53  3.533993E-53  2.640980E-53  1.908790E-53  1.402106E-53  1.036389E-53  7.649096E-54  5.580732E-54
  4.104525E-54  2.994032E-54  2.173069E-54  1.572835E-54  1.129259E-54  8.103451E-55  5.686703E-55  4.006705E-55
  2.793061E-55  1.941194E-55  1.314685E-55  8.896374E-56  5.978150E-56  3.925238E-56  2.564576E-56  1.678573E-56
  1.075689E-56  6.859609E-57  4.386654E-57  2.762324E-57  1.740705E-57  1.096870E-57  6.892272E-58  4.344341E-58
  2.753188E-58  1.750795E-58  1.109947E-58  7.012239E-59  4.502386E-59  2.891287E-59  1.834640E-59  1.187355E-59
  7.664127E-60  4.971455E-60  3.205650E-60  2.079249E-60  1.358864E-60  8.872881E-61  5.806715E-61  3.808971E-61
  2.510069E-61  1.663214E-61  1.096105E-61  7.304976E-62  4.870699E-62  3.260661E-62  2.165411E-62  1.455765E-62
  9.785245E-63  6.629791E-63  4.445897E-63  3.002474E-63  2.058260E-63  1.396731E-63  9.472259E-64  6.395948E-64
  4.414093E-64  3.017192E-64  2.058204E-64  1.399074E-64  9.840363E-65  6.922498E-65  4.750431E-65  3.294890E-65
  2.169814E-65  1.527958E-65  1.004216E-65  7.461902E-66  7.367104E-66  7.357319E-66  5.612369E-66  4.396390E-66
  3.503712E-66  3.477254E-66  3.332821E-66  3.537799E-66  3.662157E-66  3.703356E-66  4.104692E-66  4.455710E-66
 -9.000000000000208E-002
  0.000000E+00  6.832872E-34  2.232963E-33  2.659101E-33  1.720524E-32  3.198402E-32  4.734579E-32  6.464034E-32
  8.992661E-32  1.382989E-31  1.572662E-31  2.001238E-31  2.717955E-31  3.406619E-31  3.747413E-31  4.105090E-31
  5.215274E-31  5.539590E-31  6.555613E-31  6.575189E-31  7.214693E-31  8.232974E-31  8.300017E-31  8.778912E-31
  9.343640E-31  1.021974E-30  1.024403E-30  1.043811E-30  1.126542E-30  1.133743E-30  1.162518E-30  1.232357E-30
  1.198518E-30  1.282489E-30  1.276123E-30  1.243466E-30  1.321102E-30  1.321363E-30  1.332710E-30  1.336476E-30
  1.397494E-30  1.415211E-30  1.395652E-30  1.427895E-30  1.418688E-30  1.470796E-30  1.458223E-30  1.444429E-30
  1.465856E-30  1.475466E-30  1.492644E-30  1.423765E-30  1.397348E-30  1.360135E-30  1.298270E-30  1.244105E-30
  1.158856E-30  1.106416E-30  9.826135E-31  9.035693E-31  8.107795E-31  7.087301E-31  6.137180E-31  4.961276E-31
  4.263167E-31  3.516835E-31  2.744083E-31  2.142842E-31  1.576345E-31  1.199903E-31  8.778173E-32  5.998256E-32
  4.190454E-32  2.760569E-32  1.857130E-32  1.126851E-32  6.903992E-33  4.027641E-33  2.247623E-33  1.228871E-33
  6.364862E-34  3.225059E-34  1.494828E-34  6.712413E-35  2.939418E-35  1.259960E-35  5.218538E-36  2.209338E-36
  1.006941E-36  4.931545E-37  2.508271E-37  1.242650E-37  6.248112E-38  3.114240E-38  1.500377E-38  7.225534E-39
  3.700795E-39  1.916739E-39  1.039877E-39  5.451978E-40  2.913074E-40  1.534017E-40  8.144736E-41  4.441958E-41
  2.438240E-41  1.411518E-41  7.686792E-42  4.389967E-42  2.493491E-42  1.426234E-42  8.222011E-43  4.775527E-43
  2.827050E-43  1.663575E-43  9.992470E-44  5.872287E-44  3.631350E-44  2.188071E-44  1.322484E-44  8.123884E-45
  5.122831E-45  3.160691E-45  1.972370E-45  1.231896E-45  7.717770E-46  5.024503E-46  3.142760E-46  2.031515E-46
  1.302321E-46  8.514456E-47  5.500315E-47  3.569009E-47  2.376751E-47  1.543070E-47  1.030924E-47  6.758800E-48
  4.572440E-48  3.104018E-48  2.040729E-48  1.370313E-48  9.381922E-49  6.358568E-49  4.379581E-49  2.950351E-49
  2.048162E-49  1.420677E-49  9.832163E-50  6.774904E-50  4.715629E-50  3.305171E-50  2.306646E-50  1.607891E-50
  1.141879E-50  8.112091E-51  5.754815E-51  4.047476E-51  2.912375E-51  2.086505E-51  1.482125E-51  1.066676E-51
  7.736220E-52  5.590148E-52  3.986547E-52  2.921438E-52  2.106117E-52  1.557678E-52  1.125998E-52  8.330831E-53
  6.064919E-53  4.457295E-53  3.284656E-53  2.398856E-53  1.765395E-53  1.304502E-53  9.547064E-54  6.964380E-54
  5.130756E-54  3.742261E-54  2.705167E-54  1.947375E-54  1.396460E-54  9.923205E-55  7.025014E-55  4.919598E-55
  3.420454E-55  2.353754E-55  1.589916E-55  1.071993E-55  7.140576E-56  4.693243E-56  3.038548E-56  1.981167E-56
  1.265906E-56  8.017921E-57  5.126880E-57  3.230518E-57  2.046797E-57  1.277164E-57  8.065959E-58  5.104650E-58
  3.238309E-58  2.063243E-58  1.302977E-58  8.246548E-59  5.287049E-59  3.407124E-59  2.165492E-59  1.400628E-59
  9.056317E-60  5.881370E-60  3.786903E-60  2.470477E-60  1.614423E-60  1.056071E-60  6.893866E-61  4.517562E-61
  2.997602E-61  2.001250E-61  1.311751E-61  8.783353E-62  5.834238E-62  3.922065E-62  2.600403E-62  1.755796E-62
  1.177001E-62  7.990611E-63  5.381593E-63  3.637540E-63  2.470939E-63  1.683024E-63  1.138267E-63  7.754964E-64
  5.344499E-64  3.593324E-64  2.458760E-64  1.671626E-64  1.172364E-64  8.222173E-65  5.796362E-65  3.820730E-65
  2.561285E-65  1.738185E-65  1.100985E-65  8.565303E-66  9.799977E-66  1.054515E-65  9.174243E-66  7.088590E-66
  5.677054E-66  6.059539E-66  5.381723E-66  5.871732E-66  6.836253E-66  6.623201E-66  8.007285E-66  8.048975E-66
 -8.000000000000207E-002
  0.000000E+00  1.423913E-33  4.640850E-33  5.827817E-33  3.618569E-32  6.704622E-32  9.880166E-32  1.354977E-31
  1.872472E-31  2.875658E-31  3.285816E-31  4.210551E-31  5.668462E-31  7.094807E-31  7.809806E-31  8.561410E-31
  1.086246E-30  1.153615E-30  1.354388E-30  1.363422E-30  1.495737E-30  1.704475E-30  1.713897E-30  1.812534E-30
  1.925578E-30  2.104775E-30  2.103732E-30  2.138876E-30  2.316849E-30  2.321947E-30  2.379102E-30  2.523159E-30
  2.452418E-30  2.618583E-30  2.604849E-30  2.538979E-30  2.699543E-30  2.692682E-30  2.718899E-30  2.725076E-30
  2.847689E-30  2.883808E-30  2.845209E-30  2.907228E-30  2.888504E-30  2.996730E-30  2.965840E-30  2.931531E-30
  2.968917E-30  2.984357E-30  3.010450E-30  2.860711E-30  2.795812E-30  2.708407E-30  2.567668E-30  2.444649E-30
  2.260858E-30  2.139734E-30  1.882396E-30  1.713489E-30  1.522299E-30  1.312624E-30  1.122621E-30  8.949200E-31
  7.571638E-31  6.148864E-31  4.712665E-31  3.611622E-31  2.603189E-31  1.940976E-31  1.387261E-31  9.250865E-32
  6.297432E-32  4.038935E-32  2.637236E-32  1.549788E-32  9.180084E-33  5.161882E-33  2.768287E-33  1.451555E-33
  7.188277E-34  3.465767E-34  1.531983E-34  6.558411E-35  2.775964E-35  1.167323E-35  4.892761E-36  2.167293E-36
  1.044110E-36  5.303865E-37  2.720791E-37  1.315488E-37  6.426920E-38  3.122140E-38  1.509557E-38  7.415281E-39
  3.928761E-39  2.088969E-39  1.131964E-39  5.811443E-40  3.094679E-40  1.630367E-40  8.732037E-41  4.873993E-41
  2.695445E-41  1.564923E-41  8.491009E-42  4.818299E-42  2.756369E-42  1.594862E-42  9.223948E-43  5.351993E-43
  3.202338E-43  1.862166E-43  1.127512E-43  6.699157E-44  4.145184E-44  2.513349E-44  1.508927E-44  9.307712E-45
  5.908270E-45  3.655720E-45  2.278460E-45  1.434290E-45  9.045615E-46  5.842014E-46  3.671319E-46  2.384492E-46
  1.536540E-46  1.007770E-46  6.508197E-47  4.239199E-47  2.821032E-47  1.848413E-47  1.231008E-47  8.116929E-48
  5.449026E-48  3.723439E-48  2.450432E-48  1.650716E-48  1.132953E-48  7.721683E-49  5.326246E-49  3.564893E-49
  2.497798E-49  1.729026E-49  1.197951E-49  8.259336E-50  5.770772E-50  4.030452E-50  2.816297E-50  1.979149E-50
  1.403510E-50  9.942839E-51  7.086963E-51  4.977613E-51  3.576382E-51  2.568865E-51  1.831119E-51  1.317336E-51
  9.569639E-52  6.924137E-52  4.965565E-52  3.633993E-52  2.634156E-52  1.940838E-52  1.403307E-52  1.039011E-52
  7.554255E-53  5.538097E-53  4.128794E-53  3.002840E-53  2.201496E-53  1.628798E-53  1.196425E-53  8.700723E-54
  6.388160E-54  4.640038E-54  3.372388E-54  2.424438E-54  1.733680E-54  1.227010E-54  8.623501E-55  6.035610E-55
  4.151620E-55  2.853121E-55  1.922436E-55  1.283897E-55  8.549755E-56  5.560788E-56  3.600414E-56  2.338597E-56
  1.488100E-56  9.441873E-57  6.020442E-57  3.773138E-57  2.372205E-57  1.499229E-57  9.412494E-58  5.946302E-58
  3.775232E-58  2.405060E-58  1.526922E-58  9.669859E-59  6.215506E-59  4.004567E-59  2.545151E-59  1.653241E-59
  1.069679E-59  6.959594E-60  4.493704E-60  2.924219E-60  1.917795E-60  1.256984E-60  8.230229E-61  5.414986E-61
  3.580903E-61  2.373941E-61  1.570113E-61  1.049036E-61  7.019263E-62  4.697199E-62  3.126332E-62  2.105389E-62
  1.419193E-62  9.628796E-63  6.463843E-63  4.371473E-63  2.997246E-63  2.035673E-63  1.372660E-63  9.273078E-64
  6.353792E-64  4.290738E-64  2.887303E-64  1.960722E-64  1.395885E-64  9.831778E-65  6.852225E-65  4.559653E-65
  2.754167E-65  1.677571E-65  1.063050E-65  8.287800E-66  1.262073E-65  1.600868E-65  1.322241E-65  1.086125E-65
  9.293269E-66  1.091454E-65  8.883802E-66  1.126107E-65  1.226689E-65  1.283138E-65  1.444813E-65  1.585596E-65
 -7.000000000000206E-002
  0.000000E+00  2.940045E-33  9.566850E-33  1.267734E-32  7.520649E-32  1.392613E-31  2.042989E-31  2.814455E-31
  3.863328E-31  5.929005E-31  6.802793E-31  8.774819E-31  1.171170E-30  1.464215E-30  1.613383E-30  1.769332E-30
  2.241186E-30  2.381324E-30  2.772754E-30  2.801474E-30  3.072745E-30  3.497644E-30  3.507909E-30  3.708334E-30
  3.932332E-30  4.295685E-30  4.283005E-30  4.345278E-30  4.721835E-30  4.712897E-30  4.825435E-30  5.120184E-30
  4.973943E-30  5.299365E-30  5.270702E-30  5.139447E-30  5.468293E-30  5.439138E-30  5.499821E-30  5.508254E-30
  5.752409E-30  5.825087E-30  5.750030E-30  5.867536E-30  5.828846E-30  6.051451E-30  5.976698E-30  5.893895E-30
  5.956406E-30  5.977145E-30  6.009987E-30  5.688215E-30  5.533149E-30  5.332567E-30  5.018306E-30  4.745206E-30
  4.355146E-30  4.084045E-30  3.556786E-30  3.202951E-30  2.815807E-30  2.393266E-30  2.020313E-30  1.587105E-30
  1.321170E-30  1.055337E-30  7.937855E-31  5.964833E-31  4.208806E-31  3.070761E-31  2.141600E-31  1.391906E-31
  9.220369E-32  5.747675E-32  3.636559E-32  2.066000E-32  1.180526E-32  6.384962E-33  3.282366E-33  1.646975E-33
  7.780665E-34  3.564797E-34  1.506759E-34  6.191837E-35  2.575546E-35  1.092786E-35  4.779889E-36  2.244276E-36
  1.124628E-36  5.718316E-37  2.879534E-37  1.350187E-37  6.478574E-38  3.133405E-38  1.558797E-38  7.905850E-39
  4.261817E-39  2.275487E-39  1.208429E-39  6.112501E-40  3.280531E-40  1.758527E-40  9.556980E-41  5.373776E-41
  2.961229E-41  1.708725E-41  9.313720E-42  5.300844E-42  3.066663E-42  1.789758E-42  1.030997E-42  6.019470E-43
  3.622270E-43  2.105095E-43  1.280509E-43  7.672230E-44  4.689081E-44  2.876121E-44  1.735103E-44  1.077042E-44
  6.819230E-45  4.227354E-45  2.642184E-45  1.676066E-45  1.061461E-45  6.832813E-46  4.297174E-46  2.800235E-46
  1.809112E-46  1.187829E-46  7.653182E-47  5.022206E-47  3.353320E-47  2.188928E-47  1.468761E-47  9.708080E-48
  6.561214E-48  4.434423E-48  2.951370E-48  1.991016E-48  1.362070E-48  9.326181E-49  6.416685E-49  4.308628E-49
  3.030646E-49  2.101060E-49  1.461361E-49  1.008261E-49  7.067311E-50  4.968596E-50  3.460460E-50  2.429492E-50
  1.718286E-50  1.226989E-50  8.709370E-51  6.115755E-51  4.429489E-51  3.193959E-51  2.262496E-51  1.632820E-51
  1.187129E-51  8.602071E-52  6.172838E-52  4.528311E-52  3.265350E-52  2.411176E-52  1.749885E-52  1.295095E-52
  9.418882E-53  6.908207E-53  5.150981E-53  3.728858E-53  2.743371E-53  2.029292E-53  1.489358E-53  1.087908E-53
  7.972730E-54  5.796631E-54  4.167169E-54  2.990707E-54  2.131713E-54  1.512945E-54  1.054088E-54  7.310148E-55
  5.055138E-55  3.455123E-55  2.301891E-55  1.539613E-55  1.016343E-55  6.617646E-56  4.256251E-56  2.754695E-56
  1.748625E-56  1.101377E-56  7.018222E-57  4.412217E-57  2.795328E-57  1.745386E-57  1.101497E-57  6.975379E-58
  4.436822E-58  2.833181E-58  1.790958E-58  1.138171E-58  7.320205E-59  4.720945E-59  3.010000E-59  1.952141E-59
  1.265088E-59  8.233503E-60  5.317795E-60  3.477125E-60  2.278756E-60  1.492388E-60  9.783043E-61  6.425345E-61
  4.271125E-61  2.862045E-61  1.876616E-61  1.259444E-61  8.371009E-62  5.644677E-62  3.753942E-62  2.532252E-62
  1.702113E-62  1.158359E-62  7.815919E-63  5.280440E-63  3.590347E-63  2.439663E-63  1.639508E-63  1.105528E-63
  7.560189E-64  5.022528E-64  3.326526E-64  2.248736E-64  1.620015E-64  1.154732E-64  8.044363E-65  4.671937E-65
  2.502334E-65  1.385307E-65  9.081264E-66  6.564907E-66  1.755472E-65  2.480279E-65  2.197453E-65  1.635405E-65
  1.396326E-65  1.528852E-65  1.595289E-65  1.989564E-65  2.121672E-65  2.428594E-65  2.495907E-65  3.227260E-65
 -6.000000000000206E-002
  0.000000E+00  6.015390E-33  1.956234E-32  2.736236E-32  1.545085E-31  2.866427E-31  4.186631E-31  5.794740E-31
  7.900804E-31  1.212516E-30  1.395989E-30  1.811641E-30  2.397810E-30  2.995229E-30  3.304533E-30  3.623999E-30
  4.581654E-30  4.873190E-30  5.626344E-30  5.704996E-30  6.256269E-30  7.115370E-30  7.117964E-30  7.519811E-30
  7.959142E-30  8.689715E-30  8.646620E-30  8.754096E-30  9.538311E-30  9.482412E-30  9.702112E-30  1.030029E-29
  1.000132E-29  1.063237E-29  1.057417E-29  1.031584E-29  1.098285E-29  1.089331E-29  1.103309E-29  1.103976E-29
  1.152168E-29  1.166595E-29  1.152198E-29  1.174109E-29  1.165987E-29  1.211293E-29  1.193523E-29  1.174018E-29
  1.183858E-29  1.185473E-29  1.187706E-29  1.119346E-29  1.083212E-29  1.038140E-29  9.692337E-30  9.098601E-30
  8.283404E-30  7.693065E-30  6.628391E-30  5.901301E-30  5.130751E-30  4.295408E-30  3.576707E-30  2.766998E-30
  2.264555E-30  1.777727E-30  1.311057E-30  9.651031E-31  6.660139E-31  4.749704E-31  3.228218E-31  2.042165E-31
  1.314491E-31  7.949920E-32  4.865166E-32  2.666922E-32  1.466521E-32  7.613370E-33  3.742190E-33  1.793461E-33
  8.071514E-34  3.517590E-34  1.432330E-34  5.737497E-35  2.406596E-35  1.062891E-35  4.924158E-36  2.411306E-36
  1.218737E-36  6.035675E-37  2.951204E-37  1.357406E-37  6.553553E-38  3.229578E-38  1.662855E-38  8.612648E-39
  4.617160E-39  2.436394E-39  1.271133E-39  6.460555E-40  3.521455E-40  1.925057E-40  1.054993E-40  5.875633E-41
  3.230195E-41  1.856239E-41  1.021605E-41  5.879857E-42  3.426239E-42  2.001724E-42  1.152284E-42  6.794679E-43
  4.087845E-43  2.405491E-43  1.462558E-43  8.769601E-44  5.353555E-44  3.292415E-44  2.013263E-44  1.251923E-44
  7.894367E-45  4.903715E-45  3.086496E-45  1.957754E-45  1.237437E-45  8.056624E-46  5.060607E-46  3.306115E-46
  2.135765E-46  1.401550E-46  9.067298E-47  5.953714E-47  3.994911E-47  2.592454E-47  1.750292E-47  1.156783E-47
  7.903406E-48  5.332800E-48  3.551754E-48  2.398321E-48  1.643656E-48  1.118783E-48  7.745879E-49  5.241524E-49
  3.661657E-49  2.554403E-49  1.775772E-49  1.227649E-49  8.592981E-50  6.063458E-50  4.234928E-50  2.969898E-50
  2.113927E-50  1.507925E-50  1.072035E-50  7.567658E-51  5.456696E-51  3.932488E-51  2.796259E-51  2.018426E-51
  1.470270E-51  1.069445E-51  7.632002E-52  5.599175E-52  4.060330E-52  3.006879E-52  2.177173E-52  1.614384E-52
  1.179475E-52  8.653995E-53  6.396936E-53  4.682546E-53  3.441892E-53  2.540422E-53  1.855412E-53  1.346300E-53
  9.895001E-54  7.163268E-54  5.173520E-54  3.695201E-54  2.627726E-54  1.838948E-54  1.291558E-54  8.961011E-55
  6.105497E-55  4.144892E-55  2.774739E-55  1.835211E-55  1.208760E-55  7.807439E-56  5.010679E-56  3.230067E-56
  2.048153E-56  1.291888E-56  8.225318E-57  5.153657E-57  3.238702E-57  2.046902E-57  1.287568E-57  8.149963E-58
  5.186726E-58  3.312128E-58  2.104637E-58  1.335778E-58  8.595679E-59  5.555327E-59  3.539859E-59  2.306088E-59
  1.495452E-59  9.753130E-60  6.308892E-60  4.115404E-60  2.708486E-60  1.781528E-60  1.167070E-60  7.697563E-61
  5.106371E-61  3.390082E-61  2.248993E-61  1.506933E-61  1.009345E-61  6.760314E-62  4.497117E-62  3.036016E-62
  2.048867E-62  1.391258E-62  9.352422E-63  6.315127E-63  4.305195E-63  2.915590E-63  1.951209E-63  1.298859E-63
  8.716180E-64  5.683884E-64  3.677850E-64  2.445751E-64  1.791025E-64  1.270502E-64  8.872789E-65  4.625717E-65
  1.875620E-65  2.739346E-66 -1.012999E-65 -1.537476E-66  2.472862E-65  3.776364E-65  3.305722E-65  2.644458E-65
  2.173352E-65  2.554609E-65  2.976457E-65  3.228079E-65  3.810506E-65  3.913809E-65  4.963458E-65  5.523310E-65
 -5.000000000000206E-002
  0.000000E+00  1.219757E-32  3.967942E-32  5.858142E-32  3.138890E-31  5.847200E-31  8.504480E-31  1.183014E-30
  1.602091E-30  2.460254E-30  2.840137E-30  3.706130E-30  4.865844E-30  6.074720E-30  6.711802E-30  7.357916E-30
  9.282336E-30  9.887917E-30  1.131856E-29  1.151637E-29  1.262712E-29  1.435280E-29  1.432148E-29  1.511672E-29
  1.596953E-29  1.742634E-29  1.731319E-29  1.749263E-29  1.910135E-29  1.891648E-29  1.934183E-29  2.054585E-29
  1.994129E-29  2.115370E-29  2.103819E-29  2.053608E-29  2.187613E-29  2.163588E-29  2.195476E-29  2.194337E-29
  2.288655E-29  2.316904E-29  2.289620E-29  2.329772E-29  2.312490E-29  2.403659E-29  2.362197E-29  2.317193E-29
  2.331244E-29  2.328484E-29  2.323593E-29  2.179985E-29  2.097696E-29  1.998370E-29  1.849948E-29  1.723350E-29
  1.555535E-29  1.430118E-29  1.218269E-29  1.071643E-29  9.208735E-30  7.588366E-30  6.228471E-30  4.741759E-30
  3.812402E-30  2.938554E-30  2.122892E-30  1.529372E-30  1.031187E-30  7.179714E-31  4.749297E-31  2.920009E-31
  1.823499E-31  1.067910E-31  6.309063E-32  3.330021E-32  1.757774E-32  8.740923E-33  4.098385E-33  1.874086E-33
  8.038661E-34  3.350575E-34  1.334000E-34  5.346798E-35  2.327523E-35  1.088732E-35  5.275872E-36  2.607239E-36
  1.294937E-36  6.192232E-37  2.960053E-37  1.367582E-37  6.799141E-38  3.443086E-38  1.802943E-38  9.340258E-39
  4.927021E-39  2.567367E-39  1.342611E-39  6.969739E-40  3.838224E-40  2.114666E-40  1.159681E-40  6.384604E-41
  3.535721E-41  2.039998E-41  1.128876E-41  6.572964E-42  3.834442E-42  2.237943E-42  1.296524E-42  7.690993E-43
  4.612051E-43  2.751607E-43  1.670882E-43  1.002094E-43  6.209557E-44  3.791812E-44  2.332854E-44  1.449446E-44
  9.190662E-45  5.719395E-45  3.611402E-45  2.283061E-45  1.443569E-45  9.482960E-46  5.975074E-46  3.903137E-46
  2.527224E-46  1.664551E-46  1.082580E-46  7.100114E-47  4.752440E-47  3.114283E-47  2.093015E-47  1.387381E-47
  9.432370E-48  6.448258E-48  4.262520E-48  2.893431E-48  1.988713E-48  1.354967E-48  9.421145E-49  6.354995E-49
  4.443176E-49  3.101693E-49  2.153568E-49  1.493302E-49  1.047759E-49  7.359407E-50  5.165032E-50  3.645563E-50
  2.590631E-50  1.842430E-50  1.316051E-50  9.304184E-51  6.678523E-51  4.823714E-51  3.455331E-51  2.486634E-51
  1.812155E-51  1.315504E-51  9.473840E-52  6.958098E-52  5.048902E-52  3.730544E-52  2.703918E-52  2.007090E-52
  1.459021E-52  1.069313E-52  8.016920E-53  5.795392E-53  4.251180E-53  3.146610E-53  2.310524E-53  1.681933E-53
  1.226560E-53  8.861597E-54  6.374237E-54  4.552785E-54  3.225628E-54  2.273161E-54  1.567756E-54  1.079763E-54
  7.384559E-55  5.004326E-55  3.304464E-55  2.186278E-55  1.432753E-55  9.247033E-56  5.917496E-56  3.807567E-56
  2.402985E-56  1.509842E-56  9.603775E-57  6.011417E-57  3.810279E-57  2.389387E-57  1.506709E-57  9.542707E-58
  6.088470E-58  3.896254E-58  2.466730E-58  1.573475E-58  1.014684E-58  6.551928E-59  4.187731E-59  2.724467E-59
  1.768666E-59  1.154043E-59  7.471970E-60  4.896634E-60  3.217212E-60  2.110270E-60  1.388824E-60  9.141540E-61
  6.084272E-61  4.088197E-61  2.685261E-61  1.804389E-61  1.200347E-61  8.108917E-62  5.401143E-62  3.641109E-62
  2.451906E-62  1.671042E-62  1.123629E-62  7.564900E-63  5.150100E-63  3.424817E-63  2.280855E-63  1.491339E-63
  9.703338E-64  6.150781E-64  3.828121E-64  2.339028E-64  1.931577E-64  1.398039E-64  8.121499E-65  3.719988E-65
 -7.651245E-66 -2.067654E-65 -2.107667E-65 -2.467912E-65  3.032659E-65  6.602475E-65  5.744075E-65  3.902546E-65
  4.197792E-65  4.256403E-65  5.000338E-65  5.305679E-65  7.020690E-65  7.834126E-65  8.340751E-65  1.012135E-64
 -4.000000000000207E-002
  0.000000E+00  2.451641E-32  7.984177E-32  1.243786E-31  6.307937E-31  1.182217E-30  1.712822E-30  2.395493E-30
  3.222174E-30  4.954219E-30  5.730165E-30  7.513936E-30  9.789441E-30  1.221799E-29  1.352075E-29  1.481093E-29
  1.864134E-29  1.989531E-29  2.257904E-29  2.304869E-29  2.526821E-29  2.871226E-29  2.857726E-29  3.013121E-29
  3.176949E-29  3.465067E-29  3.438961E-29  3.467626E-29  3.792895E-29  3.742362E-29  3.824053E-29  4.064406E-29
  3.943433E-29  4.174362E-29  4.151881E-29  4.055499E-29  4.322187E-29  4.262577E-29  4.334391E-29  4.326429E-29
  4.509515E-29  4.564054E-29  4.512869E-29  4.585035E-29  4.547892E-29  4.729127E-29  4.634176E-29  4.532226E-29
  4.548678E-29  4.529645E-29  4.500329E-29  4.201978E-29  4.018539E-29  3.803621E-29  3.489432E-29  3.224387E-29
  2.884038E-29  2.623553E-29  2.208214E-29  1.917923E-29  1.627880E-29  1.319428E-29  1.066748E-29  7.986151E-30
  6.302837E-30  4.765470E-30  3.369127E-30  2.372947E-30  1.561578E-30  1.060168E-30  6.815726E-31  4.066512E-31
  2.459667E-31  1.391974E-31  7.922343E-32  4.017443E-32  2.030399E-32  9.653371E-33  4.310201E-33  1.881721E-33
  7.723879E-34  3.119425E-34  1.243432E-34  5.153320E-35  2.366379E-35  1.161417E-35  5.711857E-36  2.767661E-36
  1.335759E-36  6.233397E-37  2.972427E-37  1.411537E-37  7.260125E-38  3.738543E-38  1.942830E-38  9.942142E-39
  5.194693E-39  2.702883E-39  1.446365E-39  7.664076E-40  4.209922E-40  2.310564E-40  1.266474E-40  6.982709E-41
  3.912311E-41  2.278767E-41  1.259981E-41  7.376665E-42  4.302334E-42  2.517404E-42  1.469599E-42  8.727007E-43
  5.222316E-43  3.132777E-43  1.907325E-43  1.149058E-43  7.194165E-44  4.394822E-44  2.682443E-44  1.672260E-44
  1.071570E-44  6.674865E-45  4.210940E-45  2.667562E-45  1.701143E-45  1.109211E-45  7.034525E-46  4.585609E-46
  2.979980E-46  1.978134E-46  1.284742E-46  8.464663E-47  5.649725E-47  3.736066E-47  2.508523E-47  1.666580E-47
  1.129005E-47  7.714232E-48  5.122850E-48  3.482136E-48  2.395144E-48  1.645028E-48  1.139660E-48  7.648039E-49
  5.404225E-49  3.765516E-49  2.624853E-49  1.822917E-49  1.280525E-49  9.031696E-50  6.336035E-50  4.458683E-50
  3.166191E-50  2.266894E-50  1.617362E-50  1.138211E-50  8.273349E-51  5.989123E-51  4.249520E-51  3.082493E-51
  2.247091E-51  1.633537E-51  1.173669E-51  8.638049E-52  6.243908E-52  4.625472E-52  3.360726E-52  2.488740E-52
  1.820034E-52  1.335569E-52  9.916372E-53  7.211579E-53  5.311573E-53  3.921864E-53  2.858032E-53  2.073886E-53
  1.519782E-53  1.098719E-53  7.859466E-54  5.576510E-54  3.942314E-54  2.744956E-54  1.911287E-54  1.310064E-54
